"parameter","median","ci_low","ci_high","pd","model"
"z_recoded_grammaticality",0.0029670798,-0.025087007175,0.0311565390999999,0.58203125,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_session",0.00196080855,-0.032565045475,0.0359062867,0.5451875,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_mini_language",0.000343409305,-0.0217208578,0.022402776375,0.511875,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_caudality",-0.0013445088,-0.014522412,0.011690247675,0.57940625,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_multilingual_language_diversity",-0.0055761577,-0.02122594725,0.010507532575,0.75690625,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.00346679725,-0.011037115275,0.018118498775,0.6794375,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.01743341,-0.00989876288749998,0.0451924153,0.892375,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0053628491,-0.029418768825,0.03967026715,0.61896875,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.0045916534,-0.0086071501425,0.017553047325,0.75403125,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00333580635,-0.01123613485,0.01791210515,0.67171875,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"Intercept",-0.0058307106,-0.02744411765,0.015963727375,0.69834375,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_baseline_predictor",0.44699033,0.43347318025,0.46070342525,1,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality",0.0026803276,-0.0212834443,0.026728593675,0.58815625,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_session",0.0013339279,-0.03300597925,0.035757256425,0.53009375,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_mini_language",0.000686371525,-0.02141099965,0.023073639775,0.525625,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_caudality",-0.0012355985,-0.01442545735,0.0117303737,0.57390625,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_multilingual_language_diversity",-0.0063962415,-0.022150580725,0.00931210616999998,0.7858125,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.00409291895,-0.010622719875,0.01868323075,0.70571875,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.0169534065,-0.0071385202725,0.041203701225,0.91840625,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",0.0064411979,-0.02741312445,0.0404336857,0.6458125,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",0.00463027145,-0.00868347827,0.01775442745,0.75328125,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0047662881,-0.00986195053,0.019388269975,0.7391875,"erp_verb_object_number_agreement_300_600_midline_weakprior"
"Intercept",-0.00604942295,-0.024479103825,0.012589252075,0.740125,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_baseline_predictor",0.416989,0.4072497715,0.42663053125,1,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality",-0.00968616085,-0.0393660066,0.019863005975,0.73946875,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_session",-0.013503213,-0.046063700075,0.01882519435,0.79425,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_mini_language",-0.0018929745,-0.0207037812,0.017100747575,0.57815625,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_hemisphere",0.024972321,0.015571357875,0.034366187875,1,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_caudality",0.07816172,0.0688348436,0.087494415025,1,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_multilingual_language_diversity",-0.00426274575,-0.016315567325,0.0083153519075,0.7526875,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.014923744,0.0040945975325,0.025716979475,0.9966875,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0182892345,-0.011711291675,0.047538060875,0.8845625,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.00228022255,-0.0348492247,0.03041291345,0.55409375,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",-0.00075995614,-0.0098972312975,0.00840005602749999,0.56709375,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00532980215,-0.01473223425,0.0039334150525,0.86984375,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0124119505,0.001609358695,0.02333058545,0.988,"erp_verb_object_number_agreement_400_900_lateral_itemslope"
"Intercept",-0.00687837195,-0.025450458575,0.01131828445,0.767875,"erp_verb_object_number_agreement_400_900_lateral"
"z_baseline_predictor",0.418698895,0.40912166975,0.428295565,1,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality",-0.0094277514,-0.0352499728,0.016827660225,0.764375,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_session",-0.015152411,-0.04748133185,0.0166477651,0.823375,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_mini_language",-0.00190006295,-0.020690179475,0.016987701225,0.57825,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_hemisphere",0.025076272,0.01567440345,0.03443019905,1,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_caudality",0.0781533305,0.068638847025,0.087532646325,1,"erp_verb_object_number_agreement_400_900_lateral"
"z_multilingual_language_diversity",-0.0033730399,-0.01497477405,0.008947844165,0.70959375,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_session",0.015239635,0.00440753929,0.0260932817,0.99734375,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",0.0175440805,-0.00867477981,0.044146898125,0.90928125,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_session:z_recoded_mini_language",-0.00184969055,-0.034021612675,0.031098137475,0.5435625,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",-0.000723815175,-0.010125740475,0.008582175115,0.561,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_caudality",-0.0053372626,-0.014713763175,0.004070222675,0.865,"erp_verb_object_number_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0138130505,0.0030002146475,0.024579049,0.99428125,"erp_verb_object_number_agreement_400_900_lateral"
"Intercept",-0.0063695265,-0.02472049175,0.012133771,0.7515,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_baseline_predictor",0.416952465,0.407318281,0.426667535,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality",-0.00926437485,-0.0391755581,0.020833235925,0.72878125,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_session",-0.013769336,-0.046281602975,0.018975432375,0.800875,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_mini_language",-0.0016931492,-0.020510207375,0.0172383851,0.5706875,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.024986776,0.015656645025,0.0342946099,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_caudality",0.078167401,0.068760673675,0.087441442375,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00424707785,-0.016318926725,0.0081599495125,0.75134375,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.014918839,0.004030895615,0.025917235275,0.99671875,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0183547275,-0.011335509275,0.048573740125,0.88765625,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.00235546035,-0.03503647995,0.03019378865,0.556875,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",-0.00076458487,-0.010083814575,0.0085114452475,0.56421875,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.0053635966,-0.014678656325,0.00402898954499998,0.8714375,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0124943025,0.0017801356775,0.0232923086,0.988375,"erp_verb_object_number_agreement_400_900_lateral_weakprior_itemslope"
"Intercept",-0.00683813085,-0.025412761125,0.0117456554,0.76821875,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_baseline_predictor",0.41874264,0.40914621225,0.4283350615,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality",-0.00880550705,-0.035176650275,0.01787245335,0.74959375,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_session",-0.015273753,-0.04791118655,0.0169857611999999,0.82409375,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_mini_language",-0.00180356555,-0.020518316625,0.0171782356,0.57678125,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_hemisphere",0.0250734875,0.015712765725,0.0344735475,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_caudality",0.078114357,0.0687800393,0.087625238975,1,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_multilingual_language_diversity",-0.00332932995,-0.0152066399,0.0086880035025,0.71059375,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.0152042895,0.00426368806250001,0.026174012475,0.99690625,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.017671202,-0.008371983075,0.043710980475,0.90996875,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.0019112932,-0.035211321075,0.030547058325,0.54696875,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",-0.00072763432,-0.01001142765,0.0085981460025,0.56025,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.0053552288,-0.014576641075,0.00395436560249999,0.86915625,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.013777484,0.00312811694,0.02438481485,0.9943125,"erp_verb_object_number_agreement_400_900_lateral_weakprior"
"Intercept",-0.00665585615,-0.0291601082,0.015500301025,0.72196875,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_baseline_predictor",0.37143481,0.35731762625,0.385495334,1,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality",-0.01848576,-0.05265341175,0.01635684875,0.85340625,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_session",-0.0120616935,-0.05160549195,0.027574895725,0.73240625,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_mini_language",-0.000688363135,-0.02351019485,0.0219016749,0.52378125,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_caudality",0.0443286415,0.0308030596,0.0580072657,1,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_multilingual_language_diversity",-0.000477661165,-0.016877085675,0.016079597975,0.5219375,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0146835805,-0.000815646484749998,0.02993081415,0.9685625,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.016172875,-0.019095841725,0.050886844325,0.82353125,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0111743665,-0.050467849325,0.0282021949,0.710875,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00151355975,-0.01192180895,0.01494084635,0.5866875,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0124378905,-0.00268575019,0.0278057459,0.94640625,"erp_verb_object_number_agreement_400_900_midline_itemslope"
"Intercept",-0.00746016165,-0.029995016375,0.015158762675,0.744375,"erp_verb_object_number_agreement_400_900_midline"
"z_baseline_predictor",0.37383821,0.359796273,0.387953359,1,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_grammaticality",-0.017948367,-0.049013913075,0.013184877675,0.87578125,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_session",-0.013257805,-0.052577986675,0.026296119225,0.74678125,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_mini_language",-0.00078881487,-0.02352577875,0.02196339135,0.52784375,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_caudality",0.044401807,0.031022678075,0.05793139075,1,"erp_verb_object_number_agreement_400_900_midline"
"z_multilingual_language_diversity",5.71775925e-05,-0.016277469725,0.01650099715,0.5031875,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_grammaticality:z_recoded_session",0.015093593,-0.000366466677249999,0.03056396855,0.97234375,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_grammaticality:z_recoded_mini_language",0.0153858055,-0.01547692675,0.046587801725,0.83790625,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_session:z_recoded_mini_language",-0.010017538,-0.04874549605,0.0286985031749999,0.6943125,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_grammaticality:z_recoded_caudality",0.00149826285,-0.011838188975,0.0149318947,0.58509375,"erp_verb_object_number_agreement_400_900_midline"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.014193343,-0.000863055213999994,0.02962920705,0.96690625,"erp_verb_object_number_agreement_400_900_midline"
"Intercept",-0.006780263,-0.029011004725,0.015568346075,0.72325,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_baseline_predictor",0.37151419,0.35748248775,0.385617457,1,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality",-0.0177003905,-0.052237937725,0.016763582225,0.8456875,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_session",-0.011885868,-0.051221859025,0.0271666178499999,0.726625,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_mini_language",-0.000826948535,-0.0237202605,0.02161233595,0.52809375,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_caudality",0.0443063855,0.03077284045,0.057956060675,1,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_multilingual_language_diversity",-0.000585426835,-0.016969545125,0.0159836598,0.5261875,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0145863965,-0.000727016752499993,0.029939512,0.9686875,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0160426265,-0.018430635425,0.049774292725,0.82196875,"erp_verb_object_number_agreement_400_900_midline_weakprior_itemslope"
