participant_home_ID,session,task,start_ms,end_ms,duration_min,n_events,participant_lab_ID,language
ltsl3,5,asrt,1721118676585,1721123238472,76.03145,2457,18,Mini-Norwegian
mrbf1,5,asrt,1728985227636,1728987254754,33.7853,2341,33,Mini-English
mtjw7,5,asrt,1743017823030,1743019871737,34.14511666666667,2328,57,Mini-English
mvse0,5,asrt,1743112685674,1743114836787,35.85188333333333,2584,52,Mini-Norwegian
noyy6,5,asrt,1727186146934,1727188263094,35.269333333333336,2427,25,Mini-English
pson3,5,asrt,1711625131557,1711627311532,36.33291666666667,2380,5,Mini-English
pwck3,5,asrt,1741711898626,1741714204151,38.42541666666666,2626,50,Mini-Norwegian
qdvg4,5,asrt,1712764571948,1712766929022,39.28456666666667,2627,7,Mini-English
qlhb2,5,asrt,1730546325667,1730548408542,34.71458333333333,2430,27,Mini-English
rodf4,5,asrt,1742139997010,1742142132573,35.59271666666667,2438,58,Mini-Norwegian
rsnb6,5,asrt,1744652717286,1744654879674,36.0398,2347,65,Mini-English
rvax5,5,asrt,1716653748822,1716655810623,34.36335,2403,16,Mini-Norwegian
sjnh6,5,asrt,1744903558146,1744905595816,33.961166666666664,2303,49,Mini-English
swbd5,5,asrt,1733250384429,1733252452242,34.46355,2428,47,Mini-English
sxhv6,5,asrt,1743843050511,1743845168966,35.307583333333334,2371,53,Mini-English
trpu0,5,asrt,1736451065752,1736453259917,36.56941666666667,2344,51,Mini-English
usjs8,5,asrt,1728475660017,1728477831317,36.18833333333333,2493,29,Mini-English
uwfo3,5,asrt,1744552513414,1744554658162,35.7458,2534,61,Mini-English
uyxx3,5,asrt,1713467850943,1713469968217,35.2879,2359,11,Mini-English
wjob1,5,asrt,1725229262899,1725231383256,35.339283333333334,2497,22,Mini-Norwegian
xqls8,5,asrt,1711380904088,1711383069517,36.09048333333333,2521,3,Mini-English
ymoq6,5,asrt,1743935505298,1743937618398,35.218333333333334,2533,62,Mini-Norwegian
yozx4,5,asrt,1730041720925,1730043886098,36.086216666666665,2440,30,Mini-Norwegian
yzud1,5,asrt,1732120356615,1732122507352,35.845616666666665,2687,42,Mini-Norwegian
zhao8,5,asrt,1726840075534,1726842238094,36.04266666666667,2362,26,Mini-Norwegian
zllv8,5,asrt,1728924186689,1728926299805,35.2186,2381,31,Mini-English
ztwr3,5,asrt,1722196199124,1722198165391,32.771116666666664,2396,21,Mini-English
zuff1,5,asrt,1731680200427,1731682344467,35.734,2515,36,Mini-Norwegian
zuwa4,5,asrt,1720387524593,1720389612509,34.7986,2496,19,Mini-English
