"parameter","median_inf","ci_low_inf","ci_high_inf","pd_inf","median_weak","ci_low_weak","ci_high_weak","pd_weak","median_shift","ci_width_inf","ci_width_weak","model","structure"
"z_recoded_grammaticality:z_recoded_session",0.0136831195,0.0070524963675,0.020229193,1,0.0136872555,0.0071337874775,0.020240112975,0.99996875,-4.13600000000007e-06,0.0131766966325,0.0131063254975,"erp_gender_agreement_300_600_lateral","base"
"Intercept",0.000949400475,-0.013095519,0.01515423935,0.55296875,0.00094745931,-0.01301379325,0.014975621,0.55509375,1.94116500000009e-06,0.02824975835,0.02798941425,"erp_gender_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00373583945,-0.0024066232175,0.00994424087,0.8821875,0.00373470685,-0.002507106995,0.009923763575,0.87840625,1.13259999999981e-06,0.0123508640875,0.01243087057,"erp_gender_agreement_300_600_lateral","base"
"z_recoded_session:z_recoded_mini_language",-0.0272297795,-0.0656176981,0.0102909377,0.9220625,-0.027050705,-0.0654297158,0.01046405065,0.92084375,-0.000179074499999998,0.0759086358,0.07589376645,"erp_gender_agreement_300_600_midline","base"
"z_recoded_grammaticality",0.029424917,0.01088167775,0.04814284725,0.9990625,0.029549516,0.0110881509,0.048183502975,0.99903125,-0.000124599,0.0372611695,0.037095352075,"erp_gender_agreement_300_600_midline","base"
"z_recoded_session",-0.022639611,-0.060628063225,0.015003286125,0.8800625,-0.022529268,-0.0613632828,0.0154201925,0.8760625,-0.000110342999999999,0.07563134935,0.0767834753,"erp_gender_agreement_300_600_midline","base"
"z_recoded_mini_language",-0.00212574905,-0.0172350112,0.013060138875,0.60821875,-0.00222529765,-0.017396276925,0.01277832425,0.6165625,9.95486000000003e-05,0.030295150075,0.030174601175,"erp_gender_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_session",0.0112616905,0.001633812905,0.0206823862,0.989375,0.0111766125,0.001757164495,0.020636597375,0.989625,8.50780000000006e-05,0.019048573295,0.01887943288,"erp_gender_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00893128085,-0.027290304,0.00957238256749999,0.83,-0.0088687089,-0.02772411085,0.009932798265,0.82528125,-6.25719499999997e-05,0.0368626865675,0.037656909115,"erp_gender_agreement_300_600_midline","base"
"z_multilingual_language_diversity",-0.00075698524,-0.011970477275,0.010605974975,0.5531875,-0.000818164525,-0.0120341679,0.010572295725,0.556875,6.1179285e-05,0.02257645225,0.022606463625,"erp_gender_agreement_300_600_midline","base"
"Intercept",-0.00176052505,-0.016848117875,0.01294547175,0.59175,-0.0018071448,-0.01694467905,0.013337163325,0.591375,4.661975e-05,0.029793589625,0.030281842375,"erp_gender_agreement_300_600_midline","base"
"z_baseline_predictor",0.4189278,0.40974022425,0.42802252075,1,0.418887165,0.40976261025,0.428204908,1,4.06349999999556e-05,0.0182822965,0.0184422977500001,"erp_gender_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_caudality",0.0034216162,-0.0054600192475,0.0122638028,0.77459375,0.0033903905,-0.0054468943675,0.01238366655,0.7711875,3.12257e-05,0.0177238220475,0.0178305609175,"erp_gender_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0049389241,-0.004526204985,0.0143762463,0.8474375,0.0049271102,-0.00435236248,0.014235280925,0.85221875,1.1813900000001e-05,0.018902451285,0.018587643405,"erp_gender_agreement_300_600_midline","base"
"z_recoded_caudality",-0.0687328225,-0.077634640375,-0.05977228475,1,-0.068738686,-0.07771146965,-0.059671125025,1,5.86349999999458e-06,0.017862355625,0.018040344625,"erp_gender_agreement_300_600_midline","base"
"z_recoded_mini_language",-0.0018601223,-0.014384339725,0.01095731525,0.61371875,-0.00172355565,-0.01464898165,0.010914910725,0.60603125,-0.00013656665,0.025341654975,0.025563892375,"erp_gender_agreement_400_900_lateral","base"
"Intercept",0.000750625205,-0.0120046261,0.01305882085,0.547875,0.00065303129,-0.0119614952,0.0132549435,0.53965625,9.7593915e-05,0.02506344695,0.0252164387,"erp_gender_agreement_400_900_lateral","base"
"z_baseline_predictor",0.40442942,0.3979082385,0.4110117285,1,0.40450711,0.39784040125,0.41110246075,1,-7.76899999999636e-05,0.01310349,0.0132620595,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality",0.0165484985,0.001847168,0.0316696351,0.98625,0.0165962375,0.00182174563750001,0.031421344275,0.985375,-4.7738999999998e-05,0.0298224671,0.0295995986375,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_caudality",-0.00315788145,-0.009433757135,0.00324391834,0.83440625,-0.0031868393,-0.00947599039,0.0032341560325,0.83615625,2.89578499999997e-05,0.012677675475,0.0127101464225,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_session",0.016756335,0.010057989075,0.02345911815,1,0.016729403,0.01002687185,0.0235541263,1,2.69320000000003e-05,0.013401129075,0.01352725445,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00298042655,-0.0033987509025,0.00939248643,0.817875,0.0029619149,-0.00341354415,0.0093086020575,0.81803125,1.85116499999997e-05,0.0127912373325,0.0127221462075,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00615839185,-0.020997118275,0.00844496842249999,0.79609375,-0.0061423333,-0.02098259205,0.0085898436875,0.79696875,-1.60585499999998e-05,0.0294420866975,0.0295724357375,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_caudality",-0.077779632,-0.0842782195,-0.071308294725,1,-0.0777956845,-0.08420961875,-0.07132498255,1,1.60525000000022e-05,0.012969924775,0.0128846362,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_hemisphere",0.040103317,0.033728776525,0.046501216625,1,0.0401188885,0.033659585475,0.04650499995,1,-1.55714999999987e-05,0.0127724401,0.012845414475,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_session:z_recoded_mini_language",-0.0261668615,-0.056368169375,0.00479294085499999,0.95384375,-0.0261546865,-0.057235107625,0.00409936522499997,0.95521875,-1.21749999999997e-05,0.06116111023,0.06133447285,"erp_gender_agreement_400_900_lateral","base"
"z_multilingual_language_diversity",-0.00098286706,-0.00933601924,0.0074500681675,0.59346875,-0.000973169205,-0.0093260902475,0.007399441305,0.591,-9.69785499999986e-06,0.0167860874075,0.0167255315525,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0035289139,-0.0102567528,0.00319465007499999,0.8448125,-0.0035236815,-0.010372799,0.0032244858625,0.845625,-5.23239999999968e-06,0.013451402875,0.0135972848625,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_session",0.011027298,-0.0193948292,0.042083918475,0.7613125,0.0110290215,-0.0197553398,0.041595239275,0.76159375,-1.72349999999835e-06,0.061478747675,0.061350579075,"erp_gender_agreement_400_900_lateral","base"
"z_recoded_session",-0.0166952455,-0.0485873135,0.016128743475,0.84446875,-0.0163880195,-0.04801703565,0.014622284825,0.85025,-0.000307226000000001,0.0647160569749999,0.062639320475,"erp_gender_agreement_400_900_midline","base"
"z_recoded_grammaticality",0.020133555,0.000946221000750003,0.038994375825,0.98015625,0.0203628165,0.0011386460425,0.0393498261,0.98165625,-0.000229261500000001,0.03804815482425,0.0382111800575,"erp_gender_agreement_400_900_midline","base"
"Intercept",-0.000878690755,-0.0150403806,0.0133256973,0.5491875,-0.0009953379,-0.0153069763,0.013273742825,0.55446875,0.000116647145,0.0283660779,0.028580719125,"erp_gender_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00022890969,-0.00931212445,0.01004889095,0.51909375,0.000297192395,-0.0093787690375,0.00989837947499999,0.5221875,-6.8282705e-05,0.0193610154,0.0192771485125,"erp_gender_agreement_400_900_midline","base"
"z_recoded_session:z_recoded_mini_language",-0.0200225355,-0.052016568075,0.011821002,0.89353125,-0.020088061,-0.052578840725,0.011897055375,0.89540625,6.55255e-05,0.063837570075,0.0644758961,"erp_gender_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_caudality",-0.000247715975,-0.0095035369725,0.00887766384249999,0.5206875,-0.00029372272,-0.0096511924825,0.0090057993,0.5235,4.6006745e-05,0.018381200815,0.0186569917825,"erp_gender_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_mini_language",-0.012372893,-0.031277382425,0.00661839538499999,0.90121875,-0.0123281585,-0.03126771985,0.00677165708,0.90121875,-4.47344999999991e-05,0.03789577781,0.03803937693,"erp_gender_agreement_400_900_midline","base"
"z_multilingual_language_diversity",-0.00062662371,-0.011161501525,0.0101219243,0.546,-0.00059187156,-0.01121315395,0.010172347125,0.5425,-3.47521499999999e-05,0.021283425825,0.021385501075,"erp_gender_agreement_400_900_midline","base"
"z_recoded_mini_language",-0.000910622765,-0.015080864675,0.01362033285,0.54990625,-0.00087942345,-0.0154632061,0.01350989235,0.5480625,-3.1199315e-05,0.028701197525,0.02897309845,"erp_gender_agreement_400_900_midline","base"
"z_baseline_predictor",0.356217105,0.346878209,0.3656750115,1,0.356248275,0.3468215885,0.3657457825,1,-3.11700000000248e-05,0.0187968024999999,0.0189241940000001,"erp_gender_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_session",0.0207071905,0.0110507329,0.030353196825,1,0.0206788855,0.0110393834,0.0304111025,1,2.83049999999993e-05,0.019302463925,0.0193717191,"erp_gender_agreement_400_900_midline","base"
"z_recoded_caudality",-0.073987296,-0.083385036325,-0.0646826932,1,-0.074005593,-0.083447265,-0.064714217525,1,1.82970000000005e-05,0.018702343125,0.018733047475,"erp_gender_agreement_400_900_midline","base"
"Intercept",-0.00300394825,-0.02079205695,0.014683153825,0.63353125,-0.00317067355,-0.02105811095,0.0145668122,0.639625,0.0001667253,0.035475210775,0.03562492315,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_session",-0.00936432735,-0.038181947225,0.0193038912,0.74140625,-0.0095286953,-0.03815460445,0.019022687825,0.7445,0.000164367950000001,0.057485838425,0.057177292275,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_session:z_recoded_mini_language",0.00627363425,-0.02240805355,0.0345366036,0.66490625,0.00612676455,-0.0221272414,0.034914338575,0.66446875,0.0001468697,0.05694465715,0.057041579975,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_multilingual_language_diversity",-0.00855336595,-0.0195955438,0.00308513263499999,0.92659375,-0.00861435915,-0.01960229045,0.00277576905749999,0.9338125,6.09932000000014e-05,0.022680676435,0.0223780595075,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00202778525,-0.00689416202,0.0109359398,0.6764375,0.00208164725,-0.00666733988749999,0.010800195275,0.6793125,-5.3862e-05,0.01783010182,0.0174675351625,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality",0.016245488,-0.00267377949,0.0355358122,0.9541875,0.01628921,-0.00241984816999999,0.035187686525,0.95484375,-4.37219999999995e-05,0.03820959169,0.037607534695,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.00988455785,-0.008866931225,0.029005684,0.8529375,0.0098482491,-0.00899860818,0.0286417451249999,0.85421875,3.63087500000001e-05,0.037872615225,0.0376403533049999,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_baseline_predictor",0.535139955,0.52610197875,0.544208948,1,0.53517449,0.526131586,0.5442983025,1,-3.45349999999467e-05,0.0181069692500001,0.0181667165,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality:z_recoded_caudality",0.00134071145,-0.00740863824999999,0.01024608915,0.61353125,0.0013110963,-0.0075485102525,0.0100560078,0.61459375,2.961515e-05,0.0176547274,0.0176045180525,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_hemisphere",0.039961513,0.031219683625,0.048742317325,1,0.0399824365,0.031216090375,0.04868255015,1,-2.09234999999919e-05,0.0175226337,0.017466459775,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality:z_recoded_session",0.0051077653,-0.00483203072,0.015143316875,0.8418125,0.00509077615,-0.00481753781,0.01500159555,0.842,1.69891499999996e-05,0.019975347595,0.01981913336,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00470612925,-0.00524770179,0.014644579475,0.82071875,0.00471618415,-0.005217156895,0.01473938795,0.82296875,-1.00549000000005e-05,0.019892281265,0.019956544845,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_caudality",0.00023016978,-0.00844549397749999,0.00893674021499999,0.52084375,0.000232906525,-0.0084793657625,0.0089833026325,0.522,-2.73674500000004e-06,0.0173822341925,0.017462668395,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_mini_language",0.0026786062,-0.015170414475,0.02045931055,0.61584375,0.00268018245,-0.015421866425,0.02088703985,0.61828125,-1.57624999999953e-06,0.035629725025,0.036308906275,"erp_verb_object_number_agreement_200_500_lateral","base"
"z_recoded_session",0.00078481973,-0.0331221805,0.0337673189249999,0.51840625,0.00112096555,-0.03193093725,0.034230522875,0.52675,-0.00033614582,0.0668894994249999,0.066161460125,"erp_verb_object_number_agreement_200_500_midline","base"
"Intercept",-0.0041073346,-0.02557667885,0.016845472975,0.646,-0.0043086311,-0.025324543675,0.017036194175,0.65546875,0.0002012965,0.042422151825,0.04236073785,"erp_verb_object_number_agreement_200_500_midline","base"
"z_multilingual_language_diversity",-0.005952428,-0.02099117575,0.00923889476999998,0.7809375,-0.0060910204,-0.02084390605,0.00926924077,0.78425,0.0001385924,0.03023007052,0.03011314682,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.00785100125,-0.015393268025,0.03157835505,0.74875,0.00773731775,-0.0153230715,0.031332643775,0.75009375,0.0001136835,0.0469716230749999,0.046655715275,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_grammaticality:z_recoded_caudality",0.00557375645,-0.007052172535,0.018231620725,0.80409375,0.00548741615,-0.007357200745,0.0181860397,0.80325,8.63402999999995e-05,0.02528379326,0.025543240445,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_grammaticality",0.008692155,-0.01403981015,0.032211867275,0.77325,0.00861646685,-0.014556317225,0.03213533285,0.76746875,7.56881499999994e-05,0.0462516774249999,0.046691650075,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_mini_language",0.00248746795,-0.018780125075,0.023909664375,0.590625,0.00243508975,-0.01885748915,0.02387547545,0.5901875,5.23781999999997e-05,0.04268978945,0.0427329646,"erp_verb_object_number_agreement_200_500_midline","base"
"z_baseline_predictor",0.50725943,0.49436576675,0.5202120945,1,0.507311145,0.494023418,0.5204152945,1,-5.17150000001187e-05,0.0258463277500001,0.0263918764999999,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_grammaticality:z_recoded_session",-0.00043428332,-0.01439860635,0.0137396894,0.52359375,-0.000471456805,-0.014474199275,0.013589773825,0.52553125,3.71734850000001e-05,0.02813829575,0.0280639731,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_caudality",0.012558447,9.23847831750002e-05,0.024999299325,0.97578125,0.0125430435,-0.000302064195249999,0.0251836012,0.9725,1.54035000000004e-05,0.024906914541825,0.02548566539525,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00425415955,-0.0096077592475,0.018285041975,0.723,0.00424139445,-0.0097791672475,0.018166095425,0.72484375,1.27651000000001e-05,0.0278928012225,0.0279452626725,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_session:z_recoded_mini_language",0.00912811745,-0.02435663155,0.041933821525,0.7050625,0.009136647,-0.023920854675,0.0422470374,0.70653125,-8.52954999999885e-06,0.066290453075,0.066167892075,"erp_verb_object_number_agreement_200_500_midline","base"
"z_recoded_session:z_recoded_mini_language",0.00782479275,-0.0211119766,0.036756434775,0.70678125,0.00801959125,-0.020884886,0.036788373675,0.70584375,-0.000194798499999999,0.057868411375,0.057673259675,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_mini_language",-0.000358560255,-0.01878323715,0.017964639275,0.51534375,-0.0001692134,-0.018852400075,0.018400243925,0.50725,-0.000189346855,0.036747876425,0.037252644,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_multilingual_language_diversity",-0.00963919245,-0.020961249325,0.002313692615,0.94478125,-0.00954391425,-0.021034651175,0.002257401535,0.945125,-9.52781999999999e-05,0.02327494194,0.02329205271,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality",0.0117345045,-0.00797345318,0.0321061453,0.87975,0.011812003,-0.0081547385375,0.0319215199249999,0.87753125,-7.74985000000002e-05,0.04007959848,0.0400762584624999,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_baseline_predictor",0.48267863,0.473263568,0.49215420275,1,0.482754515,0.47321926,0.492289355,1,-7.58849999999978e-05,0.01889063475,0.019070095,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_hemisphere",0.038210984,0.02907137065,0.04731201455,1,0.038159028,0.029079592025,0.0472810868,1,5.19560000000058e-05,0.0182406439,0.018201494775,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0024226578,-0.0067498961,0.0115706494,0.69584375,0.0023781408,-0.00663304154,0.01151889245,0.6978125,4.4517e-05,0.0183205455,0.01815193399,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_session",-0.0056383385,-0.034877068725,0.023352308775,0.65015625,-0.0055939245,-0.034440515225,0.02298716905,0.64928125,-4.44140000000004e-05,0.0582293775,0.057427684275,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_caudality",-0.000988951225,-0.010121847475,0.00816988218,0.58378125,-0.001026817,-0.0102362863,0.00830031575499999,0.58721875,3.78657749999999e-05,0.018291729655,0.018536602055,"erp_verb_object_number_agreement_300_600_lateral","base"
"Intercept",-0.0053451543,-0.02338731575,0.013255511525,0.7195625,-0.00538248585,-0.02352442305,0.013031514375,0.71528125,3.73315500000002e-05,0.036642827275,0.036555937425,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.0193075575,-0.000325162414499992,0.039542622575,0.9726875,0.0192806675,-0.000557623439249999,0.0397040543,0.97121875,2.68899999999982e-05,0.0398677849895,0.04026167773925,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_session",0.0069410174,-0.0033246377825,0.01742464055,0.90340625,0.0069571468,-0.00332712523,0.01726840485,0.90578125,-1.61293999999994e-05,0.0207492783325,0.02059553008,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_caudality",-0.0033032638,-0.012351370775,0.00573355752499998,0.7623125,-0.0033170353,-0.01262372195,0.0059023656275,0.75925,1.37714999999998e-05,0.0180849283,0.0185260875775,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00386477005,-0.0063794804675,0.0141667285,0.76846875,0.00386006145,-0.006475696395,0.014220965625,0.7666875,4.70859999999974e-06,0.0205462089675,0.02069666202,"erp_verb_object_number_agreement_300_600_lateral","base"
"z_recoded_grammaticality",0.00230594115,-0.021900676,0.026417177275,0.57821875,0.0026803276,-0.0212834443,0.026728593675,0.58815625,-0.00037438645,0.048317853275,0.048012037975,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_session:z_recoded_mini_language",0.0061923981,-0.02849483355,0.040524733125,0.6414375,0.0064411979,-0.02741312445,0.0404336857,0.6458125,-0.0002487998,0.0690195666749999,0.06784681015,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.016709246,-0.00739435756999999,0.041155475825,0.91534375,0.0169534065,-0.0071385202725,0.041203701225,0.91840625,-0.0002441605,0.048549833395,0.0483422214975,"erp_verb_object_number_agreement_300_600_midline","base"
"Intercept",-0.00596322345,-0.02781756825,0.01602584455,0.70340625,-0.0058307106,-0.02744411765,0.015963727375,0.69834375,-0.00013251285,0.0438434128,0.043407845025,"erp_verb_object_number_agreement_300_600_midline","base"
"z_multilingual_language_diversity",-0.0062856747,-0.0218654136,0.0095014569725,0.7871875,-0.0063962415,-0.022150580725,0.00931210616999998,0.7858125,0.000110566800000001,0.0313668705725,0.031462686895,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_session",0.0041586786,-0.01046576765,0.018745410575,0.7051875,0.00409291895,-0.010622719875,0.01868323075,0.70571875,6.57596500000003e-05,0.029211178225,0.029305950625,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_session",0.001271714,-0.033677515225,0.03539160975,0.5299375,0.0013339279,-0.03300597925,0.035757256425,0.53009375,-6.22139000000001e-05,0.069069124975,0.068763235675,"erp_verb_object_number_agreement_300_600_midline","base"
"z_baseline_predictor",0.44695569,0.4334070695,0.4605919865,1,0.44699033,0.43347318025,0.46070342525,1,-3.46399999999747e-05,0.027184917,0.0272302449999999,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_caudality",0.0045992189,-0.0086823910425,0.01790877285,0.7535625,0.00463027145,-0.00868347827,0.01775442745,0.75328125,-3.10525499999997e-05,0.0265911638925,0.02643790572,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00474161525,-0.009850919335,0.019239509475,0.7371875,0.0047662881,-0.00986195053,0.019388269975,0.7391875,-2.46728500000008e-05,0.02909042881,0.029250220505,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_mini_language",0.00071007657,-0.02171184045,0.022771599325,0.5250625,0.000686371525,-0.02141099965,0.023073639775,0.525625,2.3705045e-05,0.044483439775,0.044484639425,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_caudality",-0.00125570715,-0.014300258475,0.011913365375,0.57496875,-0.0012355985,-0.01442545735,0.0117303737,0.57390625,-2.01086499999998e-05,0.02621362385,0.02615583105,"erp_verb_object_number_agreement_300_600_midline","base"
"z_recoded_grammaticality",-0.0094277514,-0.0352499728,0.016827660225,0.764375,-0.00880550705,-0.035176650275,0.01787245335,0.74959375,-0.00062224435,0.052077633025,0.053049103625,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.0175440805,-0.00867477981,0.044146898125,0.90928125,0.017671202,-0.008371983075,0.043710980475,0.90996875,-0.000127121500000001,0.052821677935,0.05208296355,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_session",-0.015152411,-0.04748133185,0.0166477651,0.823375,-0.015273753,-0.04791118655,0.0169857611999999,0.82409375,0.000121342,0.06412909695,0.0648969477499999,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_mini_language",-0.00190006295,-0.020690179475,0.016987701225,0.57825,-0.00180356555,-0.020518316625,0.0171782356,0.57678125,-9.64974e-05,0.0376778807,0.037696552225,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_session:z_recoded_mini_language",-0.00184969055,-0.034021612675,0.031098137475,0.5435625,-0.0019112932,-0.035211321075,0.030547058325,0.54696875,6.160265e-05,0.06511975015,0.0657583794,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_baseline_predictor",0.418698895,0.40912166975,0.428295565,1,0.41874264,0.40914621225,0.4283350615,1,-4.37449999999839e-05,0.01917389525,0.01918884925,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_multilingual_language_diversity",-0.0033730399,-0.01497477405,0.008947844165,0.70959375,-0.00332932995,-0.0152066399,0.0086880035025,0.71059375,-4.370995e-05,0.023922618215,0.0238946434025,"erp_verb_object_number_agreement_400_900_lateral","base"
"Intercept",-0.00687837195,-0.025450458575,0.01131828445,0.767875,-0.00683813085,-0.025412761125,0.0117456554,0.76821875,-4.02411000000004e-05,0.036768743025,0.037158416525,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_caudality",0.0781533305,0.068638847025,0.087532646325,1,0.078114357,0.0687800393,0.087625238975,1,3.89735000000113e-05,0.0188937993,0.018845199675,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0138130505,0.0030002146475,0.024579049,0.99428125,0.013777484,0.00312811694,0.02438481485,0.9943125,3.55665000000005e-05,0.0215788343525,0.02125669791,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_session",0.015239635,0.00440753929,0.0260932817,0.99734375,0.0152042895,0.00426368806250001,0.026174012475,0.99690625,3.53455000000006e-05,0.02168574241,0.0219103244125,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_caudality",-0.0053372626,-0.014713763175,0.004070222675,0.865,-0.0053552288,-0.014576641075,0.00395436560249999,0.86915625,1.79662000000004e-05,0.01878398585,0.0185310066775,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality:z_recoded_hemisphere",-0.000723815175,-0.010125740475,0.008582175115,0.561,-0.00072763432,-0.01001142765,0.0085981460025,0.56025,3.81914500000003e-06,0.01870791559,0.0186095736525,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_hemisphere",0.025076272,0.01567440345,0.03443019905,1,0.0250734875,0.015712765725,0.0344735475,1,2.78450000000194e-06,0.0187557956,0.018760781775,"erp_verb_object_number_agreement_400_900_lateral","base"
"z_recoded_grammaticality",-0.017948367,-0.049013913075,0.013184877675,0.87578125,-0.0175005175,-0.0484615322,0.01427418445,0.86859375,-0.0004478495,0.06219879075,0.06273571665,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_mini_language",0.0153858055,-0.01547692675,0.046587801725,0.83790625,0.015601609,-0.015924910325,0.046810118475,0.838625,-0.000215803499999999,0.062064728475,0.0627350288,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_session:z_recoded_mini_language",-0.010017538,-0.04874549605,0.0286985031749999,0.6943125,-0.010195565,-0.0492078872,0.0286452554999999,0.6995,0.000178027000000001,0.0774439992249999,0.0778531426999999,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_caudality",0.00149826285,-0.011838188975,0.0149318947,0.58509375,0.00138195345,-0.012190337075,0.015040520725,0.58015625,0.0001163094,0.026770083675,0.0272308578,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_mini_language",-0.00078881487,-0.02352577875,0.02196339135,0.52784375,-0.000857599455,-0.023433994275,0.0221297085,0.5301875,6.87845850000001e-05,0.0454891701,0.045563702775,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_session",-0.013257805,-0.052577986675,0.026296119225,0.74678125,-0.01331488,-0.0527796176,0.02616636235,0.74596875,5.70750000000019e-05,0.0788741059,0.07894597995,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.014193343,-0.000863055213999994,0.02962920705,0.96690625,0.0141450675,-0.001062725755,0.02941078845,0.9651875,4.82755000000001e-05,0.030492262264,0.030473514205,"erp_verb_object_number_agreement_400_900_midline","base"
"z_baseline_predictor",0.37383821,0.359796273,0.387953359,1,0.37388599,0.359655902,0.3880445435,1,-4.77800000000528e-05,0.028157086,0.0283886415,"erp_verb_object_number_agreement_400_900_midline","base"
