participant_lab_ID,session,phase,start_ms,end_ms,duration_min,boundary,source_file,participant_home_ID,language
61,4,test,2310239,2806321,8.268033333333333,next phase start,subject-61.csv,uwfo3,Mini-English
62,4,test,1168064,2907131,28.98445,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
65,4,test,685787,1144726,7.648983333333334,next phase start,subject-65.csv,rsnb6,Mini-English
7,4,test,1165217,1493511,5.471566666666667,next phase start,subject-7.csv,qdvg4,Mini-English
8,4,test,1256288,2243872,16.459733333333332,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,4,test,1004208,1380687,6.27465,next phase start,subject-9.csv,exdq7,Mini-English
10,4,experiment,1361777,5495714,68.89895,last phase event,subject-10.csv,crar9,Mini-Norwegian
11,4,experiment,2558204,8977317,106.98521666666667,last phase event,subject-11.csv,uyxx3,Mini-English
12,4,experiment,1859405,6554980,78.25958333333334,last phase event,subject-12.csv,fqrf6,Mini-Norwegian
13,4,experiment,1462909,5689724,70.44691666666667,last phase event,subject-13.csv,ezje7,Mini-English
14,4,experiment,1242898,5081548,63.9775,last phase event,subject-14.csv,finc3,Mini-Norwegian
15,4,experiment,13917,5256055,87.36896666666667,last phase event,subject-15.csv,gxac7,Mini-English
16,4,experiment,1800476,5866581,67.76841666666667,last phase event,subject-16.csv,rvax5,Mini-Norwegian
17,4,experiment,2227787,6754727,75.449,last phase event,subject-17.csv,ksjo8,Mini-English
18,4,experiment,2516425,6340654,63.73715,last phase event,subject-18.csv,ltsl3,Mini-Norwegian
19,4,experiment,2377241,7190948,80.22845,last phase event,subject-19.csv,zuwa4,Mini-English
20,4,experiment,35518,4550824,75.2551,last phase event,subject-20-experiment.csv,wbij5,Mini-Norwegian
21,4,experiment,3579157,9142930,92.72955,last phase event,subject-21.csv,ztwr3,Mini-English
22,4,experiment,1081985,5263291,69.68843333333334,last phase event,subject-22.csv,wjob1,Mini-Norwegian
23,4,experiment,4746693,9429499,78.04676666666667,last phase event,subject-23.csv,dbrb5,Mini-English
24,4,experiment,3269343,7383966,68.57705,last phase event,subject-24.csv,ahsw7,Mini-Norwegian
25,4,experiment,2403355,8339874,98.94198333333334,last phase event,subject-25.csv,noyy6,Mini-English
26,4,experiment,2041288,6871778,80.50816666666667,last phase event,subject-26.csv,zhao8,Mini-Norwegian
27,4,experiment,1496465,6498936,83.37451666666666,last phase event,subject-27.csv,qlhb2,Mini-English
28,4,experiment,2594531,6752660,69.30215,last phase event,subject-28.csv,rlgy8,Mini-Norwegian
29,4,experiment,1306910,5294787,66.46461666666667,last phase event,subject-29.csv,usjs8,Mini-English
30,4,experiment,2960388,7323043,72.71091666666666,last phase event,subject-30.csv,yozx4,Mini-Norwegian
31,4,experiment,2236460,6946122,78.49436666666666,last phase event,subject-31.csv,zllv8,Mini-English
32,4,experiment,1367128,6083447,78.60531666666667,last phase event,subject-32.csv,gjop6,Mini-Norwegian
33,4,experiment,1541231,7563321,100.36816666666667,last phase event,subject-33.csv,mrbf1,Mini-English
34,4,experiment,1350878,5611479,71.01001666666667,last phase event,subject-34.csv,cgju5,Mini-Norwegian
36,4,experiment,4399899,8988118,76.47031666666666,last phase event,subject-36.csv,zuff1,Mini-Norwegian
37,4,experiment,2037524,7361364,88.73066666666666,last phase event,subject-37.csv,hymj4,Mini-English
38,4,experiment,2127845,5998512,64.51111666666667,last phase event,subject-38.csv,idyh6,Mini-Norwegian
39,4,experiment,1392284,6408647,83.60605,last phase event,subject-39.csv,fwma9,Mini-English
40,4,experiment,2465752,6746710,71.3493,last phase event,subject-40.csv,bder6,Mini-Norwegian
41,4,experiment,2684681,10802991,135.30516666666668,last phase event,subject-41.csv,chkk1,Mini-English
42,4,experiment,1733549,6149925,73.60626666666667,last phase event,subject-42.csv,yzud1,Mini-Norwegian
43,4,experiment,2029236,6482033,74.21328333333334,last phase event,subject-43.csv,fkft1,Mini-English
44,4,experiment,2406971,6630164,70.38655,last phase event,subject-44.csv,kvrn1,Mini-Norwegian
47,4,experiment,3895762,9491509,93.26245,last phase event,subject-47.csv,swbd5,Mini-English
48,4,experiment,1339448,5995892,77.6074,last phase event,subject-48.csv,kixs9,Mini-Norwegian
49,4,experiment,2556009,7374370,80.30601666666666,last phase event,subject-49.csv,sjnh6,Mini-English
50,4,experiment,1458696,7082952,93.7376,last phase event,subject-50.csv,pwck3,Mini-Norwegian
51,4,experiment,1938247,6546031,76.7964,last phase event,subject-51.csv,trpu0,Mini-English
52,4,experiment,2088278,6797276,78.4833,last phase event,subject-52.csv,mvse0,Mini-Norwegian
53,4,experiment,1568393,6040979,74.5431,last phase event,subject-53.csv,sxhv6,Mini-English
54,4,experiment,2758323,7784563,83.77066666666667,last phase event,subject-54.csv,dzyb1,Mini-Norwegian
55,4,experiment,2261956,7366708,85.0792,last phase event,subject-55.csv,jlos1,Mini-English
56,4,experiment,2185927,7670005,91.4013,last phase event,subject-56.csv,awfh6,Mini-Norwegian
57,4,experiment,1767867,7124397,89.2755,last phase event,subject-57.csv,mtjw7,Mini-English
58,4,experiment,2447615,7373006,82.08985,last phase event,subject-58.csv,rodf4,Mini-Norwegian
6,4,experiment,17630,5134169,85.27565,last phase event,subject-6-experiment.csv,jpxp4,Mini-Norwegian
60,4,experiment,2004381,6233872,70.49151666666667,last phase event,subject-60.csv,kwly7,Mini-Norwegian
61,4,experiment,2806321,9972821,119.44166666666666,last phase event,subject-61.csv,uwfo3,Mini-English
62,4,experiment,2907131,8842556,98.92375,last phase event,subject-62.csv,ymoq6,Mini-Norwegian
65,4,experiment,1144726,5348030,70.05506666666666,last phase event,subject-65.csv,rsnb6,Mini-English
7,4,experiment,1493511,7278316,96.41341666666666,last phase event,subject-7.csv,qdvg4,Mini-English
8,4,experiment,2243872,6846685,76.71355,last phase event,subject-8.csv,hcqa8,Mini-Norwegian
9,4,experiment,1380687,6828659,90.79953333333333,last phase event,subject-9.csv,exdq7,Mini-English
10,6,experiment,41818,4723544,78.02876666666667,last phase event,subject-10.csv,crar9,Mini-Norwegian
11,6,experiment,20454,5050960,83.84176666666667,last phase event,subject-11.csv,uyxx3,Mini-English
12,6,experiment,15123,3929898,65.24625,last phase event,subject-12.csv,fqrf6,Mini-Norwegian
13,6,experiment,21365,4321498,71.66888333333333,last phase event,subject-13.csv,ezje7,Mini-English
14,6,experiment,19663,3600187,59.6754,last phase event,subject-14.csv,finc3,Mini-Norwegian
15,6,experiment,30852,4873938,80.7181,last phase event,subject-15.csv,gxac7,Mini-English
16,6,experiment,150577,4371158,70.34301666666667,last phase event,subject-16.csv,rvax5,Mini-Norwegian
17,6,experiment,23356,5696236,94.548,last phase event,subject-17.csv,ksjo8,Mini-English
18,6,experiment,15943,3989542,66.22665,last phase event,subject-18.csv,ltsl3,Mini-Norwegian
19,6,experiment,29474,4595837,76.10605,last phase event,subject-19.csv,zuwa4,Mini-English
20,6,experiment,24743,5157178,85.54058333333333,last phase event,subject-20.csv,wbij5,Mini-Norwegian
21,6,experiment,20716,4379401,72.64475,last phase event,subject-21.csv,ztwr3,Mini-English
22,6,experiment,24891,5491453,91.10936666666667,last phase event,subject-22.csv,wjob1,Mini-Norwegian
23,6,experiment,20518,4386182,72.76106666666666,last phase event,subject-23.csv,dbrb5,Mini-English
24,6,experiment,19678,4108195,68.14195,last phase event,subject-24.csv,ahsw7,Mini-Norwegian
25,6,experiment,17776,5329051,88.52125,last phase event,subject-25.csv,noyy6,Mini-English
26,6,experiment,17086,4415558,73.30786666666667,last phase event,subject-26.csv,zhao8,Mini-Norwegian
27,6,experiment,21193,5480768,90.99291666666667,last phase event,subject-27.csv,qlhb2,Mini-English
29,6,experiment,18165,4423317,73.4192,last phase event,subject-29.csv,usjs8,Mini-English
3,6,experiment,19977,4471321,74.18906666666666,last phase event,subject-3.csv,xqls8,Mini-English
30,6,experiment,19715,5485399,91.09473333333334,last phase event,subject-30.csv,yozx4,Mini-Norwegian
32,6,experiment,37948,4307013,71.15108333333333,last phase event,subject-32.csv,gjop6,Mini-Norwegian
33,6,experiment,20933,5278079,87.6191,last phase event,subject-33.csv,mrbf1,Mini-English
34,6,experiment,30579,4489217,74.31063333333333,last phase event,subject-34.csv,cgju5,Mini-Norwegian
36,6,experiment,22903,4313465,71.50936666666666,last phase event,subject-36.csv,zuff1,Mini-Norwegian
37,6,experiment,28019,5753341,95.42203333333333,last phase event,subject-37.csv,hymj4,Mini-English
38,6,experiment,15273,3960368,65.75158333333333,last phase event,subject-38.csv,idyh6,Mini-Norwegian
40,6,experiment,14726,4029328,66.91003333333333,last phase event,subject-40.csv,bder6,Mini-Norwegian
42,6,experiment,22460,4888226,81.0961,last phase event,subject-42.csv,yzud1,Mini-Norwegian
43,6,experiment,30119,4394328,72.73681666666667,last phase event,subject-43.csv,fkft1,Mini-English
5,6,experiment,27371,4398603,72.85386666666666,last phase event,subject-5.csv,pson3,Mini-English
6,6,experiment,23908,4133455,68.49245,last phase event,subject-6.csv,jpxp4,Mini-Norwegian
7,6,experiment,21059,4985906,82.74745,last phase event,subject-7.csv,qdvg4,Mini-English
8,6,experiment,57902,4405637,72.46225,last phase event,subject-8.csv,hcqa8,Mini-Norwegian
9,6,experiment,16795,4637307,77.00853333333333,last phase event,subject-9.csv,exdq7,Mini-English
